laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.6kg,899
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 965M,9.7,Windows 10,4.33kg,1269
477,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 965M,9.7,Windows 10,2.75kg,1399
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 965M,9.7,No OS,4kg,998
1189,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 965M,9.7,Windows 10,2.6kg,1599
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,3272,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,1.7kg,1769
791,Toshiba,Tecra Z40-C-161,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,3474,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,1.91kg,2153.37
126,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,4.0kg,1900
189,Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,3.21kg,1329
1220,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,4.14kg,2199
304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.3kg,1799
1261,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,3661,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,3.78kg,1545.64
440,Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,3698,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.5kg,2349
153,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.6kg,3240
190,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.3kg,2299
356,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.6kg,2749.99
418,Lenovo,Thinkpad T470p,Ultrabook,14,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,6963,8GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.6kg,2289.99
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,3.78kg,2399
494,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.3kg,2150
487,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,3.58kg,1279
67,Asus,ZenBook Pro,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX1050 Ti,13,Windows 10,3kg,1504
817,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX1060,19.8,Windows 10,2.24kg,1339
1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX1080,38.6,Windows 10,2.24kg,2968
1195,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,16GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,693.99
658,Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,6933,32GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,3kg,702
209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,572
264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,530
787,Razer,Blade Pro,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,3kg,655
839,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,7525,32GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,745
715,Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,3272,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,No OS,1.95kg,1199
1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,3474,8GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,3kg,854
849,Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,Windows 10,2.2kg,613
1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,6933,32GB,512GB SSD + 1.0TB Hybrid,89.98,Nvidia GeForce MX150,6.5,No OS,2.8kg,698
493,Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,6892,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,No OS,1.3kg,999.9
785,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,6892,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,1.5kg,1262
1031,Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,6892,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,2.2kg,689
204,Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,No OS,2.8kg,849
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,Windows 10,3kg,951
263,MSI,GT73EVR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,No OS,1.95kg,1399.95
417,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,1.38kg,1119
524,Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,24GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,1.3kg,1495
441,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,7140,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,3kg,805
9,Asus,ZenBook UX430UN,Ultrabook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,2.2kg,841
585,MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7525,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GTX 980 SLI,44.8,Windows 10,4.4kg,2799
